,Place type,Name,Place list,Capacity,Fee,Altitude,Description,Telephone,Website,Email,Hiking association,Guard name(s),Services,Coordinates,Acces,Zones,Emplacement,Nearby routes
43,Shelter,Refugio Braña de las Joces.,"['Shelter in Spain', 'Shelter in Cantabria', 'Shelter in Cantabria']",5 beds,Free to use,650m,"From Santander take the Cantábrica-Meseta A-67 motorway where in Torrelavega it becomes the A-8 Cantábrico highway and at exit 244 take the CA-135 to the town of Cabezón de la Sal where the CA is taken. -180 to Barcenillas where, following the road through the village, we arrive on CA-815 to La Miña.",?,?,?,?,?,"['Drinking water', 'Fireplace', 'Table']",Latitude: 43.2176 Longitude: -4.23785,[],['Zone:Braña de Joces'],[],"['Ruta de los puentes', 'Paseo Verde desde Puente Viesgo a El Soto', 'Ruta del Hayacorva']"
44,Campsite,Camping Bonastre,"['Campsite in Spain', 'Campsite in Catalonia', 'Campsite in Tarragona']",? beds,Paid,?,?,?,?,?,?,?,[],Latitude: 41.2125 Longitude: 1.43844,[],[],[],"['Camí de Vilanova a Sitges', 'PR-C 8 Sender de Santes Creus', 'PR-C 3 Serra de Formigosa', 'PR-C 4 Sender Valls', 'PR-C 5 Valls - Serra de Miramar', 'PR-C 5.1 Serra de Miramar', 'PR-C 8.1 Sender de Santes Creus', 'SL-C 151 La Selva del Camp', 'SL-C 152 Ermita de Paretdelgada', 'SL-C 153 El Burguet', 'SL-C 154 Masies catalanes', 'PR-C 15 El Serrallo', 'PR-C 154 La Múnia', 'PR-C 154.1 Cases Noves-El Maset', 'PR-C 159 Tarragona-Puigpelat', 'PR-C 224 La Bisbal del Penedés-Sant Magí de Bufaganya']"
45,Shelter,Refugio BUSTUSIL,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in León']",? beds,Paid,1572m,?,?,?,?,?,?,[],Latitude: 43.021 Longitude: -6.16797,[],[],[],"['Vía Verde de Laciana', 'Camín Real de la Mesa', 'PR-AS 11 Ruta de Braña Mumian', 'PR-AS 12 Ruta Brañas de Saliencia', 'PR-AS 13 Ruta del Castro', 'GR-207 Camín Real del Puertu Ventana o Ruta de las Reliquias', 'PR-AS 14.1 Ruta del Valle del Pigüeña', 'PR-AS 10 Ruta del Cornón', 'PR-AS 15.1 Ruta del Vaḷḷe del Ḷḷagu', 'PR-AS 16.1 Ruta de la Braña de Sousas', 'Camín Real de Cueiro a Villanueva', 'PR-AS 16 Puerto de Somiedo - Valle del Lago', 'GR 109 - Etapa 14', 'GR 109 - Etapa 17']"
46,Shelter,Refugio LASTRA DE,"['Shelter in Spain', 'Shelter in Aragon', 'Shelter in Zaragoza']",? beds,Free to use,?,?,?,?,?,?,?,[],Latitude: 41.3104 Longitude: -1.44963,[],[],[],"['PR-Z 93', 'PR-14', 'GR 90.3: Tierras del Moncayo y Sistema Ibérico', 'SL Z 36: Subida al pico del Rayo', 'SL Z 41: De Huérmeda al mirador de la Cocha', 'GR-160 Camino del Cid']"
47,Shelter,Refugi Broate,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Lleida']",18 beds,Free to use,2218m,Emergency equipment without custody. No reservation required. Leave it as clean as possible. The rest of users will appreciate it.,?,https://www.feec.cat/refugi/refugi-broate/,?,?,?,"['Blankets', 'Emergency radio']",Latitude: 42.6824 Longitude: 1.3712,"[""Access on foot:From Boavi's plan, we will follow the course of the river Broate until reaching the refuge (2.45 pm)."", 'Access by car:We will access Tavascan from Llavorsí. From Tavascan we can continue to the dam of Montalto and the Boaví plain by track. ']","[""Zone:Vall de Cardós, Parc Natural de l'Alt Pirineu.""]","[""Emplacement:Al costat de l'estany de la Pleta de Broate.""]","['GRT 1: La ruta de les 3 nacions', ""GRP d'Andorra: La volta a tot un país"", 'El Riu Pollós', ""Anyós - l'Aldosa: El Camí del Solà"", 'Bony de les Neres', 'Camí de Francolí', 'Camí del Gall', ""Camí de Percanela - Les Fonts - Pla de l'Estany"", 'Camí del Cardemeller - Font del Bisbe', 'Camí del Coll de les Cases', 'Camí del Jou - Roc de la Cauba', 'Camí del Toll Bullidor', 'Camí Interparroquial de Prats a Engolasters', 'Canya de la Rabassa - Pla de Sorteny', 'Canya de la Rabassa - Pla de Sorteny - Planell del Quer', 'Circuit de les Fonts - Itinerari llarg', 'Collada de la Maiana', ""Collada de Muntaner - Pic d'Enclar"", ""Els Cortals d'Encamp, refugi i estany d'Ensagents"", ""Itinerari de l'Estany Blau"", 'Estany de la Nou', 'Estanys de Tristaina', ""Estanys de l'Angonella"", 'Estanys i Refugi de la Vall del Riu', 'Itinerari del Fontverd', 'Itinerari de la Vall del Madriu', 'Itinerari de Perafita', ""Itinerari d'Entremesaigües"", ""Itinerari per la Vall d'Enclar - Prats del Paquetaire"", ""Llac d'Engolasters"", 'Pic de Casamanya', ""Camí de l'alt de Comapedrosa (Parc natural del Comapedrosa)"", 'Pic de la Font Blanca', 'Pic de la Serrera', 'Prat primer per Palomera', 'Ruta del Ferro', 'Ruta Verdaguer - Estany de Creussans', 'Tomb de Llorts a Sedornet', 'Tomb de Puntal - Rialb - La Rabassa', 'Tomb del Turer', 'Rec del Solà', ""Étang d'Artax"", 'GR 10A', ""Camí de l'Ossa"", 'Le chemin des Orris', 'Route du Port de Salau', 'Le cirque de Cagateille', 'GR T 58 Tavascan - Coll de Tavascan', 'GR 11.19', ""Camí de l'Últim Càtar"", 'HRP Variante 30-31.1', 'Ramat de Camins. Etapa 5 : Tírvia => Àreu', 'Ramat de Camins. Etapa 6 : Àreu => Riera de Cardós', 'Ramat de Camins. Etapa 7 : Ribera de Cardós => Escaló', 'Ramat de Camins. Etapa 8 : Escaló => Llac de SantMaurici => Espot', 'Ramat de Camins. Etapa 10 : Esterri d¡Àneu => Salardú', 'Pic de Couillac par le cirque de Cagateille', 'Senderisme: Alta Ruta Pirenaica', 'Ruta de senderisme: Coronallacs', 'Circular a la parròquia de Canillo', 'Estany Esbalçat', 'Pic del Port Vell', ""Estany de Montmantell i Pic del Pla de l'Estany"", 'La Margineda-Pic Bony de la Pica-Sispony-la Margineda', 'Tomb de Prat Primer', ""Itinerari de l'Obaga"", 'Itinerari Coll Jovell', 'De Prats al santuari de Meritxell']"
48,Shelter,Refugio A FOLEPA,"['Shelter in Spain', 'Shelter in Galicia', 'Shelter in Ourense']",? beds,Paid,1200m,Trevinca in Vilanova Particular,tel:+34 988294858,?,?,?,?,[],Latitude: 42.2662 Longitude: -6.89524,[],[],[],"['PR-LE 1 Lago de la Baña', 'Cascada de Sotillo', 'Senda de la Cueva de San Martín y Cañón del Tera', 'Senda de los Monjes', 'Senda de los Cañones del Cárdena y Segundera', 'Senda del Cañón del Río Forcadura', 'Senda de La Cascada de Los Vados', 'Ruta a Peña Trevinca (desde la Laguna de los Peces, Sanabria)']"
49,Shelter,Refugio Espigar,"['Shelter in Spain', 'Shelter in Aragon', 'Shelter in Zaragoza']",16 beds,Free to use,973m,State: Decent / Dirty ,?,?,?,?,?,"['Fireplace', 'Table']",Latitude: 41.2687 Longitude: -1.43304,[],"['Zone:Montes del Jalón, Jiloca y Alfambra']",[],"['PR-Z 93', 'PR-14', 'GR 90.3: Tierras del Moncayo y Sistema Ibérico', 'SL Z 36: Subida al pico del Rayo', 'SL Z 41: De Huérmeda al mirador de la Cocha', 'GR-160 Camino del Cid']"
50,Shelter,Refugio Ribaescorjada,"['Shelter in Andorra', 'Shelter in Canillo']",6 beds,Free to use,2075m,"The refuge of Ribaescorjada is located in the valley of Ribaescorjada, between Pla dels Espiolets and Obaga de les Mussoles.",?,?,?,Govern Andorra,?,"['Beds', 'Drinking water', 'First aid kit', 'Table']",Latitude: 42.5659 Longitude: 1.64072,[],['Zone:valle de Ribaescorjada'],[],"['GRT 1: La ruta de les 3 nacions', ""GRP d'Andorra: La volta a tot un país"", 'El Riu Pollós', ""Anyós - l'Aldosa: El Camí del Solà"", 'Bony de les Neres', 'Camí de Fontaneda fins a la Collada de la Gallina', 'Camí de Francolí', 'Camí del Gall', 'Camí de Juberri a la Rabassa', 'Camí de la Senyoreta', 'Estany de Querol i Salamandres', 'Camí de les Pardines', 'Camí de Manyat', ""Camí de Percanela - Les Fonts - Pla de l'Estany"", 'Camí de Rocafort', 'Camí del Cardemeller - Font del Bisbe', 'Camí del Coll de les Cases', 'Camí del Jou - Roc de la Cauba', 'Camí del Toll Bullidor', 'Camí Interparroquial de Prats a Engolasters', 'Canya de la Rabassa - Pla de Sorteny', 'Canya de la Rabassa - Pla de Sorteny - Planell del Quer', 'Circuit de les Fonts - Itinerari llarg', 'Collada de la Maiana', ""Collada de Muntaner - Pic d'Enclar"", 'El Cubil Petit', 'El Siscaró - Estany de Baix', ""Els Cortals d'Encamp, refugi i estany d'Ensagents"", ""Itinerari de l'Estany Blau"", 'Estany de Juclà', 'Estany de la Nou', 'Estany de les Abelletes', 'Estanys de Tristaina', ""Estanys de l'Angonella"", 'Refugi i Estanys de Montmalús', 'Estanys i Refugi de Cabana Sorda', 'Estanys i Refugi de la Vall del Riu', 'Fonts del Campeà', 'Itinerari del Fontverd', 'Itinerari de la Vall del Madriu', 'Itinerari de Perafita', ""Itinerari d'Entremesaigües"", ""Itinerari per la Vall d'Enclar - Prats del Paquetaire"", ""L'Alt del Griu"", 'Llac de Pessons', ""Llac d'Engolasters"", 'Pic de Casamanya', ""Camí de l'alt de Comapedrosa (Parc natural del Comapedrosa)"", 'Pic de la Font Blanca', 'Pic de la Serrera', 'Portella Blanca', 'Prat primer per Palomera', 'Refugi i Cap dels Agols', 'Ruta del Ferro', 'Ruta Verdaguer - Estany de Creussans', 'Tomb de Llorts a Sedornet', 'Tomb de Puntal - Rialb - La Rabassa', 'Tomb del Turer', 'Rec del Solà', 'GR 10A', 'Ruta de senderisme cultural: El Camí', 'Ballade de la chapelle Saint-Barthelemy', ""Camí de l'Ossa"", 'Le chemin des Orris', 'GR 11.10', ""Camí de l'Últim Càtar"", 'HRP Variante 30-31.1', 'Pic de Ribuls', 'Senderisme: Alta Ruta Pirenaica', 'Ruta de senderisme: Coronallacs', 'Camí saludable dels drets humans', 'Circular a la parròquia de Canillo', ""Les Pardines fins l'estany de l'Illa, passant pel refugi i la Collada dels Agols"", 'Estany Esbalçat', 'Pic del Port Vell', ""Estany de Montmantell i Pic del Pla de l'Estany"", 'La Margineda-Pic Bony de la Pica-Sispony-la Margineda', 'Tomb de Prat Primer', 'Tomb Lauredià (Itinerari mitjà)', 'Tomb Lauredià(Itinerari llarg)', ""Itinerari de l'Obaga"", 'Itinerari Coll Jovell', 'De Prats al santuari de Meritxell']"
51,Campsite,O Terrón,"['Campsite in Spain', 'Campsite in Galicia', 'Campsite in Pontevedra']",? beds,Paid,?,?,?,?,?,?,?,[],Latitude: 42.5544 Longitude: -8.83396,[],[],[],['Ruta do Umia']
52,Shelter,Santa Lena,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Girona']",20 beds,Free to use,?,?,?,?,?,?,?,[],Latitude: 42.0262 Longitude: 2.64066,[],[],[],"[""1 Fageda d'en Jordà - Volcà de Santa Margarida - Volcà del Croscat"", ""3 Olot - Fageda d'en Jordà - Can Xel"", 'GR 178', ""Volta a l'Estany"", '3 Tramo Santa Pau - Volcà de Santa Margarida - Can Xel', 'PR-C 120 Sender de Rocacorba', ""El Camí: Brancal del Pla de l'Estany"", 'PR-C 99', 'El Santuari del Collell: Presó de Guerra', 'El Refugi dels emboscats', 'Els amics del bosc', 'Ruta de Can Morgat i Puig Clarà', 'Ruta de la Puda i les Estunes', 'GR 178.1', 'Pont de Malafogassa', 'SL-C 122 Vilanova de Sau-Puig del Far', 'SL-C 4 Celrà mina del nen Jesús', 'PR-C 191 Quart-Cassà de la Selva', 'PR-C 192 Quart-Catell de Sant Miquel', 'PR-C 195 Girona-Sant Martí Vell', 'PR-C 196 Girona-Madremanya', 'Camí de Sant Jaume (Bascara - Medinyà))', 'Volta pel Pla de Martís', 'Ruta per les ribes del Fluvià', 'Ruta de l’Estany a Sant Patllari', 'Ruta del veïnat de Roca i Briolf', 'Ruta dels indrets amb història - II', 'Ruta dels indrets amb història - I', 'Ruta de l’Estany a les coves de Serinyà', 'Camins de noguers mil·lenaris: Ruta de la Font', 'Ruta pels volts d’Esponellà']"
53,Shelter,Refugio de las Llastrillas,"['Shelter in Spain', 'Shelter in La rioja', 'Shelter in La Rioja']",4 beds,Free to use,1580m,"It is located in the head meadows of the Brieva River Valley. South of Brieva de Cameros, in the Sierra de Cameros.                  ",?,?,?,Refugio de Pastores,?,"['Beds', 'Drinking water', 'Fireplace']",Latitude: 42.1264 Longitude: -2.78239,[],['Zone:Cabezo del Santo'],[],"['PRC-BU 205 Sendero de las Nilsas de Neila', 'PR-BU 204 Sendero del Collado de Neila', 'PR-BU 203 Sendero de las Lagunas de Neila', 'PR-BU 202 Senda del Piquillo']"
54,Shelter,Refugio Lagunilla,"['Shelter in Spain', 'Shelter in Castile-la mancha', 'Shelter in Albacete']",5 beds,Free to use,1588m,Wooden cabin with capacity for 4 people. It has no fireplace. Only for overnight.,?,?,?,Asociación De Amigos De Paterna Del Madera,?,['Drinking water'],Latitude: 38.5514 Longitude: -2.41325,[],['Zone:Lagunilla Chorraero'],[],"['Bosques del Sur - Etapa 1: Área Recreativa Peña del Olivar - Segura de la Sierra', 'GR-66.1 Calar del Rio Mundo', 'GR-66.3 Calar del Rio Mundo', 'Circular Fuensanta', 'Por las Sierras de Pino Cano', 'PA-AB 36 Sendero del Mencal']"
55,Shelter,Refugio COGULLONS,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Tarragona']",25 beds,Paid,1039m,?,tel:+34 676384329,?,?,?,?,[],Latitude: 41.3322 Longitude: 1.07991,[],[],[],"['PR-C 8 Sender de Santes Creus', 'PR-C 183 Sender de la Morera del Montsant', 'PR-C 4 Sender Valls', 'PR-C 5 Valls - Serra de Miramar', 'PR-C 5.1 Serra de Miramar', 'PR-C 88 Ruta del Carrasclet', 'PR-C 20 Sender Albiol - Cogullons', 'PR-C 20.2 Sender Albiol - Cogullons', 'Blue-Yellow', 'PR-C 7', 'SL', 'Per les rouredes i els sovians', 'PR-C 65 Sender dels Omells de na Gaia', 'SL-C 151 La Selva del Camp', 'SL-C 152 Ermita de Paretdelgada', 'SL-C 153 El Burguet', 'SL-C 154 Masies catalanes', 'SL-C 155 Ermita de Sant Pere', 'SL-C 156 camí de la Coma', 'PR-C 6 Serra de la Mussara', ""PR-C 7.1 Barranc de l'Argentera-Molí de l''Esquirola"", 'PR-C 17 Vilavrd-Rojals', 'PR-C 18 Les Borges del Camp-Puigcerver', 'PR-C 18.1 Riera de les Voltes', 'PR-C 58 Serra del Tallat', 'PR-C 84 Ermita de la Mare de Déu de Puigserver', 'PR-C 86 Castell de Riudabella', 'PR-C 87 Arbolí-La Mussara']"
56,Shelter,Refugio VEGA DE URRIELLU,"['Shelter in Spain', 'Shelter in Asturias', 'Shelter in Asturias']",100 beds,Paid,1955m,?,tel:+34 985925200,?,?,?,?,[],Latitude: 43.2028 Longitude: -4.82141,[],[],[],"['El Camin Encantau', 'PR-AS 127 Senda de Caoru', 'PR-PNPE 20 Ruta Monte Camba', 'PR-PNPE 7 La Jocica - Carombo', 'PR-PNPE 3 Ruta del Cares', 'PR-PNPE 14 Montó (Valle de Prada)', 'PR-PNPE 16 Collado Jermoso', 'PR-LE 22 Valle del Naranco-Lechada', 'PR-LE 23 Arroyo de Orpiñas', 'PRC-LE 24 Puerto de San Glorio', 'PR-PNPE 24 Puertos de Aliva - Fuente De', 'PR-PNPE 21 Vega de Urriellu', 'PR-PNPE 23 Horcados Rojos', 'PR-PNPE 27 Brez - Canal de las Arredondas', 'PR-PNPE 15 Senda del Mercadillo', 'PR-PNPE 22 Peña Oviedo (El Cable - Mogrovejo)', 'PR-PNPE 18 Jou de los Cabrones', 'PR-PNPE 19 Canal de Camburero', 'PR-PNPE 1 Ruta Frasinelli', 'PR-PNPE 4 Vega de Ario', 'PR-PNPE 6 Orandi', 'GR 109 - Etapa2', 'GR-109 - Etapa 3', 'GR-109 - Etapa 4', 'PR-PNPE 28 Mazico de Ándara']"
57,Shelter,Refugio ASPERON,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in Soria']",? beds,Free to use,1161m,?,?,?,?,?,?,[],Latitude: 41.8795 Longitude: -2.83174,[],[],[],"['PR-SO-BU 65 Senda del Río', 'PRC-BU 205 Sendero de las Nilsas de Neila', 'PR-BU 204 Sendero del Collado de Neila', 'PR-BU 202 Senda del Piquillo', 'Senda de las Gullurías']"
58,Shelter,Refugio SIERRO NEGRO,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in León']",32 beds,Paid,?,?,tel:+34 987576636,?,?,?,?,[],Latitude: 42.9498 Longitude: -5.51272,[],[],[],"['Vía Verde Mina Bardaya', 'PR-LE 17 Lago de Isoba', 'PRC-LE 27 Entrevalles y el Valle del Pinzón', 'PRC-LE 28 La Cervatina', 'PRC-LE 29 Picos de Mampodre', 'PR-LE 30 Las Biescas', 'PR-LE 46 Camino de Wamba', 'Ruta de Brañagallones', 'PR-LE 56 Por el río Porma', 'PRC-LE 47 Puerto de Linares', 'PR-AS 93 Ruta de los puertos de La Vaḷḷota', ""PR-AS 66.1 Brañagallones - La Peña'l Vientu"", 'PR-AS 48 Ruta del Gumial', 'PR-AS 31 Foces del Pino', 'PR-AS 31.1 Foces del Pino', 'PR-AS 236 Santibanes - Santibanes', 'PR-AS 265 Puertu de Piedrafita', 'PR-AS 30 Ruta ayerana de Las Brañas', 'GR 109 - Etapa 11', 'Ruta de los Calderones']"
59,Shelter,Refugio Comaubaga,"['Shelter in Andorra', 'Shelter in Ordino']",15 beds,Free to use,2015m,"The refuge is to the left of the Valira del Norte orographic, next to the Coma Obaga torrent at 2,015 meters altitude. ",tel:+376 875 712,?,?,Govern Andorra,?,"['Beds', 'Drinking water', 'Fireplace', 'First aid kit', 'Table']",Latitude: 42.6068 Longitude: 1.55053,[],['Zone:Coma Obaga'],[],"['GRT 1: La ruta de les 3 nacions', ""GRP d'Andorra: La volta a tot un país"", 'El Riu Pollós', ""Anyós - l'Aldosa: El Camí del Solà"", 'Bony de les Neres', 'Camí de Fontaneda fins a la Collada de la Gallina', 'Camí de Francolí', 'Camí del Gall', 'Camí de Juberri a la Rabassa', 'Camí de la Senyoreta', 'Estany de Querol i Salamandres', 'Camí de les Pardines', 'Camí de Manyat', ""Camí de Percanela - Les Fonts - Pla de l'Estany"", 'Camí de Rocafort', 'Camí del Cardemeller - Font del Bisbe', 'Camí del Coll de les Cases', 'Camí del Jou - Roc de la Cauba', 'Camí del Toll Bullidor', 'Camí Interparroquial de Prats a Engolasters', 'Canya de la Rabassa - Pla de Sorteny', 'Canya de la Rabassa - Pla de Sorteny - Planell del Quer', 'Circuit de les Fonts - Itinerari llarg', 'Collada de la Maiana', ""Collada de Muntaner - Pic d'Enclar"", 'El Cubil Petit', 'El Siscaró - Estany de Baix', ""Els Cortals d'Encamp, refugi i estany d'Ensagents"", ""Itinerari de l'Estany Blau"", 'Estany de Juclà', 'Estany de la Nou', 'Estany de les Abelletes', 'Estanys de Tristaina', ""Estanys de l'Angonella"", 'Refugi i Estanys de Montmalús', 'Estanys i Refugi de Cabana Sorda', 'Estanys i Refugi de la Vall del Riu', 'Fonts del Campeà', 'Itinerari del Fontverd', 'Itinerari de la Vall del Madriu', 'Itinerari de Perafita', ""Itinerari d'Entremesaigües"", ""Itinerari per la Vall d'Enclar - Prats del Paquetaire"", ""L'Alt del Griu"", 'Llac de Pessons', ""Llac d'Engolasters"", 'Pic de Casamanya', ""Camí de l'alt de Comapedrosa (Parc natural del Comapedrosa)"", 'Pic de la Font Blanca', 'Pic de la Serrera', 'Portella Blanca', 'Prat primer per Palomera', 'Refugi i Cap dels Agols', 'Ruta del Ferro', 'Ruta Verdaguer - Estany de Creussans', 'Tomb de Llorts a Sedornet', 'Tomb de Puntal - Rialb - La Rabassa', 'Tomb del Turer', 'Rec del Solà', 'GR 10A', 'Ruta de senderisme cultural: El Camí', 'Ballade de la chapelle Saint-Barthelemy', ""Camí de l'Ossa"", 'Le chemin des Orris', 'GR T 58 Tavascan - Coll de Tavascan', 'GR 11.10', ""Camí de l'Últim Càtar"", 'HRP Variante 30-31.1', 'Ramat de Camins. Etapa 6 : Àreu => Riera de Cardós', 'Pic de Ribuls', 'Senderisme: Alta Ruta Pirenaica', 'Ruta de senderisme: Coronallacs', 'Camí saludable dels drets humans', 'Circular a la parròquia de Canillo', ""Les Pardines fins l'estany de l'Illa, passant pel refugi i la Collada dels Agols"", 'Estany Esbalçat', 'Pic del Port Vell', ""Estany de Montmantell i Pic del Pla de l'Estany"", 'La Margineda-Pic Bony de la Pica-Sispony-la Margineda', 'Tomb de Prat Primer', 'Tomb Lauredià (Itinerari mitjà)', 'Tomb Lauredià(Itinerari llarg)', ""Itinerari de l'Obaga"", 'Itinerari Coll Jovell', 'De Prats al santuari de Meritxell']"
60,Shelter,Refugio CONDE,"['Shelter in Spain', 'Shelter in Basque country', 'Shelter in Álava']",? beds,Free to use,1208m,?,?,?,?,?,?,[],Latitude: 42.638 Longitude: -2.34132,[],[],[],"['PRC-BU 16 Bosques de Obécuri y Bajauri', 'GR 1 Sendero Histórico: Álava - variante Campezo-Bernedo', 'PR-A 73 Onraita-Montes de Iturrieta', 'PR-A 69 Barrancos de Contrasta', 'PR-A 61 Circular de la Montaña Alavesa', 'PR-A 53 Senda de Pipaón', 'PR-A 64 Senda de la Dormida', 'Nacedero del Urederra']"
61,Shelter,Refugio DORNAQUE,"['Shelter in Spain', 'Shelter in Aragon', 'Shelter in Teruel']",? beds,Paid,1244m,?,tel:+34 978681004,?,?,?,?,[],Latitude: 40.3352 Longitude: -1.36458,[],[],[],"['Ruta del Rodeno', 'S6 Casa Forestal de Ligros - Campamento de los Maquis (SL-TE 23)', 'PR-V 131.1 Cruz de los tres reinos', 'PR-V 131.3 Ruta del Ebrón', 'Estrechos del Río Ebrón', 'Huellas del Ebrón', 'Sendero de la Biodiversidad', 'Barranco de las Tejadas', 'SL-TE 41', 'SL-TE 49 Barranco de las Cuevas', 'SL-TE 40 Barranco de la Hoz']"
62,Campsite,El Eden,"['Campsite in Spain', 'Campsite in Galicia', 'Campsite in Pontevedra']",? beds,Paid,?,?,?,?,?,?,?,[],Latitude: 42.5383 Longitude: -8.87007,[],[],[],['Ruta do Umia']
63,Campsite,Camping Playa Penarronda,"['Campsite in Spain', 'Campsite in Asturias', 'Campsite in Asturias']",? beds,Paid,?,?,?,?,?,?,?,[],Latitude: 43.5516 Longitude: -6.99763,[],[],[],"['Ruta de los Molinos', 'Senda Costera Tapia de Casariego - Figueras', ""PR-AS 19 Ruta de la Sierra d'Eiroa"", 'PR-AS 21 Ruta de sol y sombra', 'Ruta do río de Ouro', 'Rota da Fraga da Becerreira', 'Ruta del silencio', 'Ruta del Agua', 'Ruta del Ouroso']"
64,Campsite,Mont-Roig del sol,"['Campsite in Spain', 'Campsite in Catalonia', 'Campsite in Tarragona']",? beds,Paid,?,?,?,http://www.latorredelsol.com,mailto:info@latorredelsol.com,?,?,['Internet'],Latitude: 41.0371 Longitude: 0.974834,[],[],[],"['GR 192.1', 'PR-C 182 Sender de Tivissa', 'PR-C 88 Ruta del Carrasclet', ""PR-C 91 Hospitalet de l'Infant - Tivissa"", ""PR-C 92 Hospitalet de l'Infant - Capçanes"", 'PR-C 7', ""Cami del Castell D'ESCORNALBOU"", 'Tomb de los Rases', 'PR-C 96 Camí de Colldejou a Pratdip', 'SL', 'Per les rouredes i els sovians', ""PR-C 90 l'Hospitalet de l'Infant - Llaberia"", 'SL-C 151 La Selva del Camp', 'SL-C 152 Ermita de Paretdelgada', 'SL-C 153 El Burguet', 'SL-C 154 Masies catalanes', 'SL-C 155 Ermita de Sant Pere', 'SL-C 156 camí de la Coma', 'PR-C 15 El Serrallo', 'PR-C 18 Les Borges del Camp-Puigcerver', 'PR-C 18.1 Riera de les Voltes', 'PR-C 84 Ermita de la Mare de Déu de Puigserver', 'PR-C 87 Arbolí-La Mussara']"
65,Campsite,Camping Alpujarras,"['Campsite in Spain', 'Campsite in Andalusia', 'Campsite in Granada']",? beds,Paid,?,?,?,?,?,?,?,['Internet'],Latitude: 37.0105 Longitude: -3.0114,[],[],[],"['GR240', 'Trevelez-Siete Lagunas', 'Trevelez-Alto de Chorillo', 'Senderos de Los Pradillos']"
66,Shelter,Refugio BELAGUA,"['Shelter in Spain', 'Shelter in Navarre', 'Shelter in Navarre']",140 beds,Paid,1428m,?,tel:+34 948394002,?,?,?,?,[],Latitude: 42.9451 Longitude: -0.834884,[],[],[],"['Tour Bilboquet-Barescou asp01', 'Fougeraies de Laünde asp05', 'Col de Laünde asp07', 'Chemin de Pirait asp41', ""Cabane d'Ichéus asp43"", 'Chemin des Jaupins asp14', 'Tour de Soudious asp10', ""Plateau d'Ourdinse asp17"", ""Chemin d'Aulet asp28"", ""Cabane Laiterine par le Col d'Iseye asp32"", 'Tour de la Borde de Bouhaben asp26', 'Tour du Vallon asp11', 'Tour du Belvédère asp47', 'Cabane du Boué asp48', ""Chemin d'Esquit à Lescun asp46"", 'Plateau de Sanchèse asp50', 'Cabanes et Lac de Lhurs asp51', ""Cabanes et Lac d'Ansabe asp52"", 'Tour de Busteigts asp58', ""Liaison Etsaut - Col d'Arras asp59"", 'Panorama de Narbissat asp57', 'Tour Mâture-Arras asp62', ""Tour du Lac d'Arlet asp68"", 'Senda de Camille 9 (Oza-Gabardito por Vía Romana)', ""Sentier d'Urdos au Refuge de Larry PNP"", 'Sentier de Borce à Belonce PNP', 'Chemin de la Liberté par la Cuarde asp121', 'GRT 13 de Zuriza a Lescun', 'Col de Bergout par les Ichantes asp23', 'Tour des Fontaines asp16', ""Tour d'Ayriré par Udapet asp64"", 'Tour du Bialaa asp63', ""Km vertical d'Ourdinse asp19"", ""Trail d'Ourdinse asp18"", 'Chemins du Gave asp12', 'Cabanes et Crêtes du Layens asp38', 'Km vertical du Layens asp37', 'Trail du Layens par Pirait asp36', 'Tour du Bugala asp34', ""Lac du Montagnon par le Col d'Iseye asp33"", 'Km vertical de Bergout asp25', 'Trail de Bergout asp24', 'Chemin des Buis de Camploung asp22', 'Tour du Mailh Massibé par Bésur asp100', 'Tour des Serres asp113', 'Tour Arreugle-Massey asp112', 'Tour Ombrer-Cometas asp111', 'Tour du Rocher des Chèvres asp110', 'Tour panoramique Osse-Athas asp109', 'Chemin de Beloute asp118', 'Tour de Lasies asp115', 'Tour Urdos - Bérat asp66', 'Cabanes de Narbèze asp117', 'Cabane de Lhèze asp116', 'Granges de Cette asp56', 'Col de la Cuarde par Aumet asp55', 'Col de Paü asp54', 'Refuge de Linza par le Col de Pétragème asp119', 'Col de Pétragème asp53', 'Chemin de Compostelle par le Col de Paü asp120', 'Senda de Camille 8 (Oza-Gabardito por Acher)', 'Senda de Camille 7 (Linza-Oza)', 'Sommet du Poey asp122', 'Mirador del Goñiburu', 'Sendero del bosque de Zabaleta']"
67,Shelter,Refugio Boca Del Becedo,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in Soria']",10 beds,Free to use,1619m,Information:,?,?,?,Ayuntamiento de Covaleda,?,['Fireplace'],Latitude: 41.9536 Longitude: -2.85395,[],['Zone:Sierra de Urbión'],[],"['PRC-BU 205 Sendero de las Nilsas de Neila', 'PR-BU 204 Sendero del Collado de Neila', 'PR-BU 203 Sendero de las Lagunas de Neila', 'PR-BU 202 Senda del Piquillo']"
